ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
5779,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,38,40,New Zealand,>85K
5780,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,38,New Zealand,<=85K
5781,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,59,40,New Zealand,<=85K
5782,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,32,49,New Zealand,<=85K
5783,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,52,38,New Zealand,<=85K
5784,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,57,60,New Zealand,<=85K
5785,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,51,56,New Zealand,>85K
5786,Private,11th,7,Widowed,Sales,Own-child,Black,Female,22,35,New Zealand,<=85K
5787,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,49,40,New Zealand,>85K
5788,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,22,40,New Zealand,<=85K
5789,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,48,40,New Zealand,<=85K
5790,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,40,?,<=85K
5791,Government,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,43,50,New Zealand,>85K
5792,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,40,Mexico,<=85K
5793,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,31,40,New Zealand,<=85K
5794,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,19,36,New Zealand,<=85K
5795,?,Some-college,10,Never-married,?,Own-child,White,Male,19,45,New Zealand,<=85K
5796,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,51,84,New Zealand,>85K
5797,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,51,40,New Zealand,>85K
5798,Government,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,37,35,New Zealand,<=85K
5799,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,19,30,New Zealand,<=85K
5800,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,45,55,New Zealand,<=85K
5801,Government,Some-college,10,Never-married,Other-service,Own-child,White,Male,21,10,New Zealand,<=85K
5802,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,52,40,New Zealand,<=85K
5803,Government,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,24,New Zealand,<=85K
5804,Government,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,42,38,New Zealand,<=85K
5805,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,56,40,New Zealand,<=85K
5806,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,23,40,New Zealand,<=85K
5807,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,58,40,New Zealand,<=85K
5808,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,30,New Zealand,<=85K
5809,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,30,40,New Zealand,<=85K
5810,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,45,40,Philippines,<=85K
5811,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,23,44,New Zealand,<=85K
5812,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,38,40,New Zealand,<=85K
5813,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,24,40,New Zealand,<=85K
5814,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,53,40,New Zealand,<=85K
5815,?,Some-college,10,Never-married,?,Own-child,White,Female,21,40,New Zealand,<=85K
5816,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,21,40,Puerto-Rico,<=85K
5817,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,34,40,New Zealand,<=85K
5818,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,21,40,New Zealand,<=85K
5819,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,63,30,New Zealand,<=85K
5820,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,23,36,New Zealand,<=85K
5821,Private,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,28,50,New Zealand,<=85K
5822,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,29,45,New Zealand,<=85K
5823,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,25,40,New Zealand,<=85K
5824,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,44,60,New Zealand,<=85K
5825,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,18,8,New Zealand,<=85K
5826,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,26,24,New Zealand,<=85K
5827,Government,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,47,35,New Zealand,>85K
5828,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,23,40,New Zealand,<=85K
5829,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,40,New Zealand,<=85K
5830,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,25,40,New Zealand,<=85K
5831,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,38,54,New Zealand,>85K
5832,?,Bachelors,13,Married-spouse-absent,?,Unmarried,Black,Female,60,15,New Zealand,<=85K
5833,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,23,20,New Zealand,<=85K
5834,Government,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,36,48,New Zealand,<=85K
5835,Private,9th,5,Divorced,Other-service,Not-in-family,White,Male,46,25,New Zealand,<=85K
5836,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,45,New Zealand,>85K
5837,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,40,New Zealand,<=85K
5838,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,31,40,New Zealand,<=85K
5839,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,65,New Zealand,>85K
5840,Government,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,32,37,New Zealand,<=85K
5841,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,21,10,New Zealand,<=85K
5842,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,63,40,New Zealand,>85K
5843,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,44,45,New Zealand,>85K
5844,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,42,60,New Zealand,<=85K
5845,?,Bachelors,13,Never-married,?,Own-child,White,Male,23,35,New Zealand,<=85K
5846,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,30,45,New Zealand,<=85K
5847,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,24,40,El-Salvador,<=85K
5848,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,42,40,New Zealand,>85K
5849,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,44,40,Italy,>85K
5850,Government,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,27,48,New Zealand,<=85K
5851,Government,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,27,40,New Zealand,<=85K
5852,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,22,45,New Zealand,<=85K
5853,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,68,40,New Zealand,<=85K
5854,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,99,New Zealand,>85K
5855,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,22,40,Greece,<=85K
5856,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,15,New Zealand,<=85K
5857,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,68,45,New Zealand,<=85K
5858,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,62,16,New Zealand,<=85K
5859,Private,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,26,40,New Zealand,<=85K
5860,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,55,New Zealand,>85K
5861,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Male,68,40,New Zealand,<=85K
5862,Government,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,42,45,New Zealand,>85K
5863,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,55,New Zealand,<=85K
5864,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,26,40,New Zealand,<=85K
5865,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,45,New Zealand,<=85K
5866,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,23,50,New Zealand,<=85K
5867,Without-pay,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,65,50,New Zealand,<=85K
5868,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,31,50,New Zealand,<=85K
5869,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,26,40,New Zealand,<=85K
5870,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,39,50,New Zealand,>85K
5871,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,40,New Zealand,>85K
5872,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,26,50,New Zealand,<=85K
5873,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,26,35,New Zealand,<=85K
5874,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,36,50,New Zealand,<=85K
5875,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,38,45,New Zealand,<=85K
5876,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,39,48,New Zealand,<=85K
5877,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,40,New Zealand,<=85K
5878,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,39,45,Mexico,<=85K
5879,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,41,40,New Zealand,<=85K
5880,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,47,70,New Zealand,<=85K
5881,Government,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,28,46,New Zealand,<=85K
5882,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,35,New Zealand,<=85K
5883,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,40,New Zealand,<=85K
5884,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,32,40,New Zealand,<=85K
5885,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,38,40,New Zealand,>85K
5886,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,44,18,New Zealand,>85K
5887,?,Some-college,10,Never-married,?,Own-child,White,Female,21,40,New Zealand,<=85K
5888,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,27,40,New Zealand,<=85K
5889,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,30,55,New Zealand,>85K
5890,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,20,40,New Zealand,<=85K
5891,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,57,80,New Zealand,<=85K
5892,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,43,48,New Zealand,<=85K
5893,?,11th,7,Married-civ-spouse,?,Own-child,Black,Female,50,40,New Zealand,<=85K
5894,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,28,48,China,<=85K
5895,Private,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Female,25,48,New Zealand,>85K
5896,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,25,40,New Zealand,<=85K
5897,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,90,45,New Zealand,<=85K
5898,Government,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Male,38,40,New Zealand,<=85K
5899,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,35,40,New Zealand,<=85K
5900,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,40,Canada,>85K
5901,Government,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,26,40,New Zealand,<=85K
5902,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,39,45,New Zealand,<=85K
5903,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,56,40,New Zealand,<=85K
5904,Government,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,24,40,New Zealand,<=85K
5905,Government,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,18,25,New Zealand,<=85K
5906,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,57,40,New Zealand,<=85K
5907,Government,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,43,40,New Zealand,<=85K
5908,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,25,Nicaragua,<=85K
5909,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,40,New Zealand,>85K
5910,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,40,New Zealand,<=85K
5911,Government,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,77,6,New Zealand,<=85K
5912,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,30,40,New Zealand,<=85K
5913,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,40,New Zealand,<=85K
5914,Private,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,66,40,New Zealand,<=85K
5915,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,40,35,New Zealand,<=85K
5916,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,68,40,New Zealand,<=85K
5917,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,64,38,New Zealand,<=85K
5918,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,26,50,New Zealand,<=85K
5919,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,32,40,New Zealand,>85K
5920,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,32,38,New Zealand,<=85K
5921,Government,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,51,40,New Zealand,>85K
5922,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,49,50,New Zealand,>85K
5923,Private,Bachelors,13,Never-married,Transport-moving,Unmarried,White,Male,28,20,New Zealand,<=85K
5924,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,29,36,New Zealand,<=85K
5925,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,21,30,New Zealand,<=85K
5926,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,28,40,New Zealand,<=85K
5927,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,55,40,New Zealand,<=85K
5928,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,45,50,South,>85K
5929,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,35,40,New Zealand,<=85K
5930,?,11th,7,Separated,?,Not-in-family,Black,Male,31,40,New Zealand,<=85K
5931,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,30,55,Germany,<=85K
5932,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,33,20,New Zealand,<=85K
5933,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,23,40,New Zealand,<=85K
5934,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,35,40,New Zealand,<=85K
5935,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,50,New Zealand,>85K
5936,Government,10th,6,Divorced,Handlers-cleaners,Own-child,Black,Male,39,40,New Zealand,<=85K
5937,Government,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,53,50,New Zealand,<=85K
5938,Government,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,49,40,New Zealand,>85K
5939,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Female,31,40,New Zealand,<=85K
5940,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,29,48,New Zealand,<=85K
5941,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,54,45,New Zealand,>85K
5942,?,Assoc-acdm,12,Married-AF-spouse,?,Wife,White,Female,28,3,New Zealand,<=85K
5943,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,34,50,New Zealand,<=85K
5944,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,30,35,New Zealand,<=85K
5945,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,19,45,?,<=85K
5946,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,26,40,New Zealand,<=85K
5947,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,47,70,New Zealand,>85K
5948,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,50,38,New Zealand,<=85K
5949,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,30,45,New Zealand,>85K
5950,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,44,50,New Zealand,<=85K
5951,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,49,60,New Zealand,>85K
5952,Self-emp-not-inc,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,75,50,New Zealand,<=85K
5953,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,37,55,New Zealand,>85K
5954,Government,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,51,38,New Zealand,<=85K
5955,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,35,35,New Zealand,<=85K
5956,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,28,40,New Zealand,<=85K
5957,Private,9th,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,72,48,New Zealand,>85K
5958,Private,Bachelors,13,Separated,Sales,Not-in-family,White,Male,39,50,New Zealand,<=85K
5959,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,27,30,New Zealand,<=85K
5960,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,57,40,Jamaica,<=85K
5961,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,28,70,New Zealand,<=85K
5962,Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,23,50,New Zealand,<=85K
5963,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,23,20,New Zealand,<=85K
5964,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,31,40,New Zealand,<=85K
5965,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,27,40,New Zealand,<=85K
5966,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,31,80,?,<=85K
